,film,budget,original_language,popularity,production_companies,release_date,runtime,revenue,genre,production_companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,Asterix at the Olympic Games,97250400,fr,9.671944,"[{'name': 'Constantin Film', 'id': 47}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'La Petite Reine', 'id': 1992}, {'name': 'Tri Pictures', 'id': 1994}, {'name': 'Sorolla Films', 'id': 1995}, {'name': 'Novo RPI', 'id': 1996}, {'name': 'Canal+', 'id': 5358}, {'name': 'uFilm', 'id': 8676}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Les Editions Albert René', 'id': 20409}]",1/13/2008,116,132900000,Fantasy,Constantin Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,You Don't Mess with the Zohan,90000000,en,13.116461,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'Relativity Media', 'id': 7295}]",6/5/2008,113,201596308,Comedy,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,Heavy Traffic,950000,en,0.820911,"[{'name': 'Steve Krantz Productions', 'id': 5067}, {'name': 'Cine Camera', 'id': 81017}]",8/8/1973,76,1500000,Animation,Steve Krantz Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,King Kong,23000000,en,5.810716,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]",9/8/1976,134,90614445,Adventure,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Always,31000000,en,5.443097,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'United Artists', 'id': 60}]",12/22/1989,122,74134790,Fantasy,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,Evil Dead II,3600000,en,13.520764,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'Rosebud Productions', 'id': 47380}]",3/13/1987,84,5923044,Horror,Renaissance Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,The Keep,6000000,en,3.554491,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Associated Capital', 'id': 15124}, {'name': 'Capital Equipment Leasing', 'id': 15125}]",12/16/1983,96,3661757,Horror,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,Sex and Zen,0,cn,1.824275,"[{'name': 'Golden Harvest Company', 'id': 2521}]",11/30/1991,99,396003,Drama,Golden Harvest Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,Solaris,47000000,en,10.642824,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}]",11/27/2002,99,30002758,Drama,Twentieth Century Fox Film Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,The Outsiders,10000000,en,6.435926,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Warner Bros.', 'id': 6194}]",3/25/1983,91,33697647,Crime,American Zoetrope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,Boyhood,4000000,en,6.430591,"[{'name': 'IFC Films', 'id': 307}, {'name': 'Detour Filmproduction', 'id': 11510}]",6/5/2014,164,44349000,Drama,IFC Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,The Cowboys,6000000,en,3.189566,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Sanford Productions (III)', 'id': 12273}]",1/13/1972,131,7500000,Action,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,Waterloo,25000000,en,3.240624,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}, {'name': 'Mosfilm', 'id': 5120}]",10/26/2070,128,3052000,History,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,The Kingdom,70000000,en,13.842333,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'FilmWorks', 'id': 7786}, {'name': 'MDBF Zweite Filmgesellschaft', 'id': 12246}]",8/22/2007,110,86658558,Thriller,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,Prêt-à-Porter,15000000,en,6.259433,"[{'name': 'Miramax Films', 'id': 14}]",12/23/1994,133,11300653,Drama,Miramax Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,The Hobbit: An Unexpected Journey,250000000,en,23.253089,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",11/26/2012,169,1021103568,Adventure,WingNut Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,The Rocket: The Legend of Rocket Richard,8000000,fr,0.860734,,10/25/2005,124,2019009,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,Domestic Disturbance,75000000,en,6.353996,"[{'name': 'Paramount Pictures', 'id': 4}]",10/30/2001,89,54249294,Mystery,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,Public Enemies,80000000,en,10.364794,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Appian Way', 'id': 562}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Misher Films', 'id': 11581}]",7/1/2009,140,214104620,History,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,The Eiger Sanction,0,en,5.47591,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Jennings Lang', 'id': 3736}]",5/21/1975,123,14200000,Action,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,Collide,21500000,en,31.314013,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'DMG Entertainment', 'id': 10289}, {'name': 'Hands-on Producers', 'id': 56832}, {'name': '42', 'id': 84988}]",8/4/2016,98,4811525,Thriller,Silver Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,Josh,6900000,hi,4.0315,"[{'name': 'United Seven Creations', 'id': 81865}]",6/9/2000,162,15000000,Romance,United Seven Creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,Repo! The Genetic Opera,0,en,5.25696,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}]",7/18/2008,98,188126,Horror,Lions Gate Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,Pieta,103000,ko,5.194433,"[{'name': 'Good Film Company', 'id': 5406}, {'name': 'Finecut', 'id': 14286}]",9/5/2012,104,3623330,Drama,Good Film Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,This Is 40,35000000,en,11.418802,"[{'name': 'Apatow Productions', 'id': 10105}]",12/20/2012,134,88058786,Comedy,Apatow Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,The Kids Are All Right,3500000,en,5.899155,"[{'name': 'Mandalay Vision', 'id': 6667}, {'name': '10th Hole Productions', 'id': 6691}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Gilbert Films', 'id': 10161}, {'name': 'Saint Aire Production', 'id': 23910}, {'name': 'Artist International', 'id': 23911}, {'name': 'Antidote Films (I)', 'id': 23912}, {'name': 'Artist International Management', 'id': 23913}]",7/9/2010,106,34705850,Comedy,Mandalay Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,D.O.A.,0,en,2.793619,"[{'name': 'Bigelow Productions', 'id': 8911}, {'name': 'Touchstone Pictures', 'id': 9195}]",3/18/1988,96,12706478,Mystery,Bigelow Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Basic,50000000,en,14.327717,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Krane Entertainment', 'id': 25358}]",4/18/2003,98,42792561,Action,Intermedia Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,Patriots Day,45000000,en,14.547939,"[{'name': 'CBS Films', 'id': 5490}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Leverage Entertainment', 'id': 8539}, {'name': 'Bluegrass Films', 'id': 13778}, {'name': 'TIK Films', 'id': 72441}, {'name': 'Hutch Parker Entertainment', 'id': 91797}]",12/12/2016,133,50548152,Crime,CBS Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,Star Trek III: The Search for Spock,18000000,en,6.197298,"[{'name': 'Paramount Pictures', 'id': 4}]",5/31/1984,105,87000000,Science Fiction,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,I Am Legend,150000000,en,11.379355,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Overbrook Entertainment', 'id': 12485}]",12/14/2007,101,585349010,Drama,Village Roadshow Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,Magnum Force,0,en,10.226181,"[{'name': 'Warner Bros.', 'id': 6194}]",12/23/1973,124,39768000,Action,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Mysterious Skin,0,en,7.103951,"[{'name': 'TLA Releasing', 'id': 328}, {'name': 'Desperate Pictures', 'id': 1474}, {'name': 'Fortissimo Films', 'id': 1615}, {'name': 'Antidote Films', 'id': 20993}]",5/20/2004,105,1524966,Drama,TLA Releasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,Get on Up,0,en,7.92736,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Imagine Films Entertainment', 'id': 11262}, {'name': 'Jagged Films', 'id': 27319}]",8/1/2014,139,31911598,Drama,Universal Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,The Glass House,30000000,en,6.418936,"[{'name': 'Original Film', 'id': 333}]",9/14/2001,106,23619609,Drama,Original Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,Space Jam,80000000,en,11.054251,"[{'name': 'Warner Bros. Family Entertainment', 'id': 3592}, {'name': 'Northern Lights Entertainment', 'id': 8816}, {'name': 'Courtside Seats Productions', 'id': 55527}]",11/15/1996,88,250200000,Animation,Warner Bros. Family Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,The Gun in Betty Lou's Handbag,13000000,en,1.386549,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Nomura Babcock & Brown', 'id': 12883}, {'name': 'In The Bag Productions', 'id': 65272}]",8/21/1992,89,3721911,Comedy,Touchstone Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,Quai des Orfèvres,0,fr,4.72304,"[{'name': 'Majestic Films', 'id': 62532}]",10/3/2047,106,152961,Crime,Majestic Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,G,0,en,0.884526,"[{'name': 'Andrew Lauren Productions (ALP)', 'id': 19194}]",5/10/2002,96,3020784,Drama,Andrew Lauren Productions (ALP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Big Time,0,en,1.00E-06,,9/15/1988,87,148426,Documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,Bound,4500000,en,12.449574,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Spelling Films', 'id': 10355}]",9/13/1996,108,7011317,Crime,Dino De Laurentiis Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,9,30000000,en,18.502877,"[{'name': 'Focus Films', 'id': 1268}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Arc Productions', 'id': 10280}]",8/19/2009,79,48428063,Action,Focus Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,Day Watch,4200000,ru,7.42908,"[{'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Channel One Russia', 'id': 1039}, {'name': 'TABBAK', 'id': 1040}]",1/1/2006,132,38862717,Fantasy,Bazelevs Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,She's Out of Control,0,en,1.685918,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Weintraub Entertainment Group', 'id': 6313}]",4/14/1989,97,12065892,Comedy,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Punch-Drunk Love,25000000,en,6.753969,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Ghoulardi Film Company', 'id': 178}]",10/25/2002,95,17000000,Comedy,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Finding Dory,200000000,en,14.477677,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}, {'name': 'Hurwitz Creative', 'id': 88016}]",6/16/2016,97,1028570889,Adventure,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Kabhi Alvida Naa Kehna,7400000,hi,2.37252,"[{'name': 'Yash Raj Films', 'id': 1569}, {'name': 'Dharma Productions', 'id': 19146}]",8/11/2006,193,17000000,Drama,Yash Raj Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Walk Hard: The Dewey Cox Story,35000000,en,7.219935,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Apatow Productions', 'id': 10105}]",12/21/2007,96,18317151,Comedy,Columbia Pictures Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,He Got Game,25000000,en,13.06943,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}]",5/1/1998,136,21567853,Drama,40 Acres & A Mule Filmworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,The Wackness,6000000,en,5.598338,"[{'name': 'SBK Pictures', 'id': 11665}, {'name': 'Occupant Entertainment', 'id': 25838}]",7/3/2008,99,2899975,Drama,SBK Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,Gabbar Is Back,11000000,hi,1.812728,"[{'name': 'Bhansali Films', 'id': 1892}]",5/1/2015,128,41000000,Drama,Bhansali Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,The Beastmaster,0,en,5.577636,"[{'name': 'Antares Produzione Cinematografica', 'id': 4950}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",8/20/1982,118,14056528,Action,Antares Produzione Cinematografica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,Off Limits,12000000,en,11.516965,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}]",3/11/1988,102,7242035,Action,Twentieth Century Fox Film Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,The Polar Express,165000000,en,14.27536,"[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]",11/10/2004,100,305875730,Adventure,Golden Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
